ClimateKG_Author_ID,QID,Item_URL,Batch,Action
AU0173,Q4171,http://localhost:8080/wiki/Item:Q4171,Original,KEEP
AU0173,Q5104,http://localhost:8080/wiki/Item:Q5104,Duplicate,DELETE
AU0174,Q4172,http://localhost:8080/wiki/Item:Q4172,Original,KEEP
AU0174,Q5105,http://localhost:8080/wiki/Item:Q5105,Duplicate,DELETE
AU0175,Q4173,http://localhost:8080/wiki/Item:Q4173,Original,KEEP
AU0175,Q5106,http://localhost:8080/wiki/Item:Q5106,Duplicate,DELETE
AU0176,Q4174,http://localhost:8080/wiki/Item:Q4174,Original,KEEP
AU0176,Q5107,http://localhost:8080/wiki/Item:Q5107,Duplicate,DELETE
AU0177,Q4175,http://localhost:8080/wiki/Item:Q4175,Original,KEEP
AU0177,Q5108,http://localhost:8080/wiki/Item:Q5108,Duplicate,DELETE
AU0178,Q4176,http://localhost:8080/wiki/Item:Q4176,Original,KEEP
AU0178,Q5109,http://localhost:8080/wiki/Item:Q5109,Duplicate,DELETE
AU0179,Q4177,http://localhost:8080/wiki/Item:Q4177,Original,KEEP
AU0179,Q5110,http://localhost:8080/wiki/Item:Q5110,Duplicate,DELETE
AU0180,Q4178,http://localhost:8080/wiki/Item:Q4178,Original,KEEP
AU0180,Q5111,http://localhost:8080/wiki/Item:Q5111,Duplicate,DELETE
AU0181,Q4179,http://localhost:8080/wiki/Item:Q4179,Original,KEEP
AU0181,Q5112,http://localhost:8080/wiki/Item:Q5112,Duplicate,DELETE
AU0182,Q4180,http://localhost:8080/wiki/Item:Q4180,Original,KEEP
AU0182,Q5113,http://localhost:8080/wiki/Item:Q5113,Duplicate,DELETE
AU0183,Q4181,http://localhost:8080/wiki/Item:Q4181,Original,KEEP
AU0183,Q5114,http://localhost:8080/wiki/Item:Q5114,Duplicate,DELETE
AU0184,Q4182,http://localhost:8080/wiki/Item:Q4182,Original,KEEP
AU0184,Q5115,http://localhost:8080/wiki/Item:Q5115,Duplicate,DELETE
AU0185,Q4183,http://localhost:8080/wiki/Item:Q4183,Original,KEEP
AU0185,Q5116,http://localhost:8080/wiki/Item:Q5116,Duplicate,DELETE
AU0186,Q4184,http://localhost:8080/wiki/Item:Q4184,Original,KEEP
AU0186,Q5117,http://localhost:8080/wiki/Item:Q5117,Duplicate,DELETE
AU0187,Q4185,http://localhost:8080/wiki/Item:Q4185,Original,KEEP
AU0187,Q5118,http://localhost:8080/wiki/Item:Q5118,Duplicate,DELETE
AU0188,Q4186,http://localhost:8080/wiki/Item:Q4186,Original,KEEP
AU0188,Q5119,http://localhost:8080/wiki/Item:Q5119,Duplicate,DELETE
AU0189,Q4187,http://localhost:8080/wiki/Item:Q4187,Original,KEEP
AU0189,Q5120,http://localhost:8080/wiki/Item:Q5120,Duplicate,DELETE
AU0190,Q4188,http://localhost:8080/wiki/Item:Q4188,Original,KEEP
AU0190,Q5121,http://localhost:8080/wiki/Item:Q5121,Duplicate,DELETE
AU0191,Q4189,http://localhost:8080/wiki/Item:Q4189,Original,KEEP
AU0191,Q5122,http://localhost:8080/wiki/Item:Q5122,Duplicate,DELETE
AU0192,Q4190,http://localhost:8080/wiki/Item:Q4190,Original,KEEP
AU0192,Q5123,http://localhost:8080/wiki/Item:Q5123,Duplicate,DELETE
AU0193,Q4191,http://localhost:8080/wiki/Item:Q4191,Original,KEEP
AU0193,Q5124,http://localhost:8080/wiki/Item:Q5124,Duplicate,DELETE
AU0194,Q4192,http://localhost:8080/wiki/Item:Q4192,Original,KEEP
AU0194,Q5125,http://localhost:8080/wiki/Item:Q5125,Duplicate,DELETE
AU0195,Q4193,http://localhost:8080/wiki/Item:Q4193,Original,KEEP
AU0195,Q5126,http://localhost:8080/wiki/Item:Q5126,Duplicate,DELETE
AU0196,Q4194,http://localhost:8080/wiki/Item:Q4194,Original,KEEP
AU0196,Q5127,http://localhost:8080/wiki/Item:Q5127,Duplicate,DELETE
AU0197,Q4195,http://localhost:8080/wiki/Item:Q4195,Original,KEEP
AU0197,Q5128,http://localhost:8080/wiki/Item:Q5128,Duplicate,DELETE
AU0198,Q4196,http://localhost:8080/wiki/Item:Q4196,Original,KEEP
AU0198,Q5129,http://localhost:8080/wiki/Item:Q5129,Duplicate,DELETE
AU0199,Q4197,http://localhost:8080/wiki/Item:Q4197,Original,KEEP
AU0199,Q5130,http://localhost:8080/wiki/Item:Q5130,Duplicate,DELETE
AU0200,Q4198,http://localhost:8080/wiki/Item:Q4198,Original,KEEP
AU0200,Q5131,http://localhost:8080/wiki/Item:Q5131,Duplicate,DELETE
AU0201,Q4199,http://localhost:8080/wiki/Item:Q4199,Original,KEEP
AU0201,Q5132,http://localhost:8080/wiki/Item:Q5132,Duplicate,DELETE
AU0202,Q4200,http://localhost:8080/wiki/Item:Q4200,Original,KEEP
AU0202,Q5133,http://localhost:8080/wiki/Item:Q5133,Duplicate,DELETE
AU0203,Q4201,http://localhost:8080/wiki/Item:Q4201,Original,KEEP
AU0203,Q5134,http://localhost:8080/wiki/Item:Q5134,Duplicate,DELETE
AU0204,Q4202,http://localhost:8080/wiki/Item:Q4202,Original,KEEP
AU0204,Q5135,http://localhost:8080/wiki/Item:Q5135,Duplicate,DELETE
AU0205,Q4203,http://localhost:8080/wiki/Item:Q4203,Original,KEEP
AU0205,Q5136,http://localhost:8080/wiki/Item:Q5136,Duplicate,DELETE
AU0206,Q4204,http://localhost:8080/wiki/Item:Q4204,Original,KEEP
AU0206,Q5137,http://localhost:8080/wiki/Item:Q5137,Duplicate,DELETE
AU0207,Q4205,http://localhost:8080/wiki/Item:Q4205,Original,KEEP
AU0207,Q5138,http://localhost:8080/wiki/Item:Q5138,Duplicate,DELETE
AU0208,Q4206,http://localhost:8080/wiki/Item:Q4206,Original,KEEP
AU0208,Q5139,http://localhost:8080/wiki/Item:Q5139,Duplicate,DELETE
AU0209,Q4207,http://localhost:8080/wiki/Item:Q4207,Original,KEEP
AU0209,Q5140,http://localhost:8080/wiki/Item:Q5140,Duplicate,DELETE
AU0210,Q4208,http://localhost:8080/wiki/Item:Q4208,Original,KEEP
AU0210,Q5141,http://localhost:8080/wiki/Item:Q5141,Duplicate,DELETE
AU0211,Q4209,http://localhost:8080/wiki/Item:Q4209,Original,KEEP
AU0211,Q5142,http://localhost:8080/wiki/Item:Q5142,Duplicate,DELETE
AU0212,Q4210,http://localhost:8080/wiki/Item:Q4210,Original,KEEP
AU0212,Q5143,http://localhost:8080/wiki/Item:Q5143,Duplicate,DELETE
AU0213,Q4211,http://localhost:8080/wiki/Item:Q4211,Original,KEEP
AU0213,Q5144,http://localhost:8080/wiki/Item:Q5144,Duplicate,DELETE
AU0214,Q4212,http://localhost:8080/wiki/Item:Q4212,Original,KEEP
AU0214,Q5145,http://localhost:8080/wiki/Item:Q5145,Duplicate,DELETE
AU0215,Q4213,http://localhost:8080/wiki/Item:Q4213,Original,KEEP
AU0215,Q5146,http://localhost:8080/wiki/Item:Q5146,Duplicate,DELETE
AU0216,Q4214,http://localhost:8080/wiki/Item:Q4214,Original,KEEP
AU0216,Q5147,http://localhost:8080/wiki/Item:Q5147,Duplicate,DELETE
AU0217,Q4215,http://localhost:8080/wiki/Item:Q4215,Original,KEEP
AU0217,Q5148,http://localhost:8080/wiki/Item:Q5148,Duplicate,DELETE
AU0218,Q4216,http://localhost:8080/wiki/Item:Q4216,Original,KEEP
AU0218,Q5149,http://localhost:8080/wiki/Item:Q5149,Duplicate,DELETE
AU0219,Q4217,http://localhost:8080/wiki/Item:Q4217,Original,KEEP
AU0219,Q5150,http://localhost:8080/wiki/Item:Q5150,Duplicate,DELETE
AU0220,Q4218,http://localhost:8080/wiki/Item:Q4218,Original,KEEP
AU0220,Q5151,http://localhost:8080/wiki/Item:Q5151,Duplicate,DELETE
AU0221,Q4219,http://localhost:8080/wiki/Item:Q4219,Original,KEEP
AU0221,Q5152,http://localhost:8080/wiki/Item:Q5152,Duplicate,DELETE
AU0222,Q4220,http://localhost:8080/wiki/Item:Q4220,Original,KEEP
AU0222,Q5153,http://localhost:8080/wiki/Item:Q5153,Duplicate,DELETE
AU0223,Q4221,http://localhost:8080/wiki/Item:Q4221,Original,KEEP
AU0223,Q5154,http://localhost:8080/wiki/Item:Q5154,Duplicate,DELETE
AU0224,Q4222,http://localhost:8080/wiki/Item:Q4222,Original,KEEP
AU0224,Q5155,http://localhost:8080/wiki/Item:Q5155,Duplicate,DELETE
AU0225,Q4223,http://localhost:8080/wiki/Item:Q4223,Original,KEEP
AU0225,Q5156,http://localhost:8080/wiki/Item:Q5156,Duplicate,DELETE
AU0226,Q4224,http://localhost:8080/wiki/Item:Q4224,Original,KEEP
AU0226,Q5157,http://localhost:8080/wiki/Item:Q5157,Duplicate,DELETE
AU0227,Q4225,http://localhost:8080/wiki/Item:Q4225,Original,KEEP
AU0227,Q5158,http://localhost:8080/wiki/Item:Q5158,Duplicate,DELETE
AU0228,Q4226,http://localhost:8080/wiki/Item:Q4226,Original,KEEP
AU0228,Q5159,http://localhost:8080/wiki/Item:Q5159,Duplicate,DELETE
AU0229,Q4227,http://localhost:8080/wiki/Item:Q4227,Original,KEEP
AU0229,Q5160,http://localhost:8080/wiki/Item:Q5160,Duplicate,DELETE
AU0230,Q4228,http://localhost:8080/wiki/Item:Q4228,Original,KEEP
AU0230,Q5161,http://localhost:8080/wiki/Item:Q5161,Duplicate,DELETE
AU0231,Q4229,http://localhost:8080/wiki/Item:Q4229,Original,KEEP
AU0231,Q5162,http://localhost:8080/wiki/Item:Q5162,Duplicate,DELETE
AU0232,Q4230,http://localhost:8080/wiki/Item:Q4230,Original,KEEP
AU0232,Q5163,http://localhost:8080/wiki/Item:Q5163,Duplicate,DELETE
AU0233,Q4231,http://localhost:8080/wiki/Item:Q4231,Original,KEEP
AU0233,Q5164,http://localhost:8080/wiki/Item:Q5164,Duplicate,DELETE
AU0234,Q4232,http://localhost:8080/wiki/Item:Q4232,Original,KEEP
AU0234,Q5165,http://localhost:8080/wiki/Item:Q5165,Duplicate,DELETE
AU0235,Q4233,http://localhost:8080/wiki/Item:Q4233,Original,KEEP
AU0235,Q5166,http://localhost:8080/wiki/Item:Q5166,Duplicate,DELETE
AU0236,Q4234,http://localhost:8080/wiki/Item:Q4234,Original,KEEP
AU0236,Q5167,http://localhost:8080/wiki/Item:Q5167,Duplicate,DELETE
AU0237,Q4235,http://localhost:8080/wiki/Item:Q4235,Original,KEEP
AU0237,Q5168,http://localhost:8080/wiki/Item:Q5168,Duplicate,DELETE
AU0238,Q4236,http://localhost:8080/wiki/Item:Q4236,Original,KEEP
AU0238,Q5169,http://localhost:8080/wiki/Item:Q5169,Duplicate,DELETE
AU0239,Q4237,http://localhost:8080/wiki/Item:Q4237,Original,KEEP
AU0239,Q5170,http://localhost:8080/wiki/Item:Q5170,Duplicate,DELETE
AU0240,Q4238,http://localhost:8080/wiki/Item:Q4238,Original,KEEP
AU0240,Q5171,http://localhost:8080/wiki/Item:Q5171,Duplicate,DELETE
AU0241,Q4239,http://localhost:8080/wiki/Item:Q4239,Original,KEEP
AU0241,Q5172,http://localhost:8080/wiki/Item:Q5172,Duplicate,DELETE
AU0242,Q4240,http://localhost:8080/wiki/Item:Q4240,Original,KEEP
AU0242,Q5173,http://localhost:8080/wiki/Item:Q5173,Duplicate,DELETE
AU0243,Q4241,http://localhost:8080/wiki/Item:Q4241,Original,KEEP
AU0243,Q5174,http://localhost:8080/wiki/Item:Q5174,Duplicate,DELETE
AU0244,Q4242,http://localhost:8080/wiki/Item:Q4242,Original,KEEP
AU0244,Q5175,http://localhost:8080/wiki/Item:Q5175,Duplicate,DELETE
AU0245,Q4243,http://localhost:8080/wiki/Item:Q4243,Original,KEEP
AU0245,Q5176,http://localhost:8080/wiki/Item:Q5176,Duplicate,DELETE
AU0246,Q4244,http://localhost:8080/wiki/Item:Q4244,Original,KEEP
AU0246,Q5177,http://localhost:8080/wiki/Item:Q5177,Duplicate,DELETE
AU0247,Q4245,http://localhost:8080/wiki/Item:Q4245,Original,KEEP
AU0247,Q5178,http://localhost:8080/wiki/Item:Q5178,Duplicate,DELETE
AU0248,Q4246,http://localhost:8080/wiki/Item:Q4246,Original,KEEP
AU0248,Q5179,http://localhost:8080/wiki/Item:Q5179,Duplicate,DELETE
AU0249,Q4247,http://localhost:8080/wiki/Item:Q4247,Original,KEEP
AU0249,Q5180,http://localhost:8080/wiki/Item:Q5180,Duplicate,DELETE
AU0250,Q4248,http://localhost:8080/wiki/Item:Q4248,Original,KEEP
AU0250,Q5181,http://localhost:8080/wiki/Item:Q5181,Duplicate,DELETE
AU0251,Q4249,http://localhost:8080/wiki/Item:Q4249,Original,KEEP
AU0251,Q5182,http://localhost:8080/wiki/Item:Q5182,Duplicate,DELETE
AU0252,Q4250,http://localhost:8080/wiki/Item:Q4250,Original,KEEP
AU0252,Q5183,http://localhost:8080/wiki/Item:Q5183,Duplicate,DELETE
AU0253,Q4251,http://localhost:8080/wiki/Item:Q4251,Original,KEEP
AU0253,Q5184,http://localhost:8080/wiki/Item:Q5184,Duplicate,DELETE
AU0254,Q4252,http://localhost:8080/wiki/Item:Q4252,Original,KEEP
AU0254,Q5185,http://localhost:8080/wiki/Item:Q5185,Duplicate,DELETE
AU0255,Q4253,http://localhost:8080/wiki/Item:Q4253,Original,KEEP
AU0255,Q5186,http://localhost:8080/wiki/Item:Q5186,Duplicate,DELETE
AU0256,Q4254,http://localhost:8080/wiki/Item:Q4254,Original,KEEP
AU0256,Q5187,http://localhost:8080/wiki/Item:Q5187,Duplicate,DELETE
AU0257,Q4255,http://localhost:8080/wiki/Item:Q4255,Original,KEEP
AU0257,Q5188,http://localhost:8080/wiki/Item:Q5188,Duplicate,DELETE
AU0258,Q4256,http://localhost:8080/wiki/Item:Q4256,Original,KEEP
AU0258,Q5189,http://localhost:8080/wiki/Item:Q5189,Duplicate,DELETE
AU0259,Q4257,http://localhost:8080/wiki/Item:Q4257,Original,KEEP
AU0259,Q5190,http://localhost:8080/wiki/Item:Q5190,Duplicate,DELETE
AU0260,Q4258,http://localhost:8080/wiki/Item:Q4258,Original,KEEP
AU0260,Q5191,http://localhost:8080/wiki/Item:Q5191,Duplicate,DELETE
AU0261,Q4259,http://localhost:8080/wiki/Item:Q4259,Original,KEEP
AU0261,Q5192,http://localhost:8080/wiki/Item:Q5192,Duplicate,DELETE
AU0262,Q4260,http://localhost:8080/wiki/Item:Q4260,Original,KEEP
AU0262,Q5193,http://localhost:8080/wiki/Item:Q5193,Duplicate,DELETE
AU0263,Q4261,http://localhost:8080/wiki/Item:Q4261,Original,KEEP
AU0263,Q5194,http://localhost:8080/wiki/Item:Q5194,Duplicate,DELETE
AU0264,Q4262,http://localhost:8080/wiki/Item:Q4262,Original,KEEP
AU0264,Q5195,http://localhost:8080/wiki/Item:Q5195,Duplicate,DELETE
AU0265,Q4263,http://localhost:8080/wiki/Item:Q4263,Original,KEEP
AU0265,Q5196,http://localhost:8080/wiki/Item:Q5196,Duplicate,DELETE
AU0266,Q4264,http://localhost:8080/wiki/Item:Q4264,Original,KEEP
AU0266,Q5197,http://localhost:8080/wiki/Item:Q5197,Duplicate,DELETE
AU0267,Q4265,http://localhost:8080/wiki/Item:Q4265,Original,KEEP
AU0267,Q5198,http://localhost:8080/wiki/Item:Q5198,Duplicate,DELETE
AU0268,Q4266,http://localhost:8080/wiki/Item:Q4266,Original,KEEP
AU0268,Q5199,http://localhost:8080/wiki/Item:Q5199,Duplicate,DELETE
AU0269,Q4267,http://localhost:8080/wiki/Item:Q4267,Original,KEEP
AU0269,Q5200,http://localhost:8080/wiki/Item:Q5200,Duplicate,DELETE
AU0270,Q4268,http://localhost:8080/wiki/Item:Q4268,Original,KEEP
AU0270,Q5201,http://localhost:8080/wiki/Item:Q5201,Duplicate,DELETE
AU0271,Q4269,http://localhost:8080/wiki/Item:Q4269,Original,KEEP
AU0271,Q5202,http://localhost:8080/wiki/Item:Q5202,Duplicate,DELETE
AU0272,Q4270,http://localhost:8080/wiki/Item:Q4270,Original,KEEP
AU0272,Q5203,http://localhost:8080/wiki/Item:Q5203,Duplicate,DELETE
AU0273,Q4271,http://localhost:8080/wiki/Item:Q4271,Original,KEEP
AU0273,Q5204,http://localhost:8080/wiki/Item:Q5204,Duplicate,DELETE
AU0274,Q4272,http://localhost:8080/wiki/Item:Q4272,Original,KEEP
AU0274,Q5205,http://localhost:8080/wiki/Item:Q5205,Duplicate,DELETE
AU0275,Q4273,http://localhost:8080/wiki/Item:Q4273,Original,KEEP
AU0275,Q5206,http://localhost:8080/wiki/Item:Q5206,Duplicate,DELETE
AU0276,Q4274,http://localhost:8080/wiki/Item:Q4274,Original,KEEP
AU0276,Q5207,http://localhost:8080/wiki/Item:Q5207,Duplicate,DELETE
AU0277,Q4275,http://localhost:8080/wiki/Item:Q4275,Original,KEEP
AU0277,Q5208,http://localhost:8080/wiki/Item:Q5208,Duplicate,DELETE
AU0278,Q4276,http://localhost:8080/wiki/Item:Q4276,Original,KEEP
AU0278,Q5209,http://localhost:8080/wiki/Item:Q5209,Duplicate,DELETE
AU0279,Q4277,http://localhost:8080/wiki/Item:Q4277,Original,KEEP
AU0279,Q5210,http://localhost:8080/wiki/Item:Q5210,Duplicate,DELETE
AU0280,Q4278,http://localhost:8080/wiki/Item:Q4278,Original,KEEP
AU0280,Q5211,http://localhost:8080/wiki/Item:Q5211,Duplicate,DELETE
AU0281,Q4279,http://localhost:8080/wiki/Item:Q4279,Original,KEEP
AU0281,Q5212,http://localhost:8080/wiki/Item:Q5212,Duplicate,DELETE
AU0282,Q4280,http://localhost:8080/wiki/Item:Q4280,Original,KEEP
AU0282,Q5213,http://localhost:8080/wiki/Item:Q5213,Duplicate,DELETE
AU0283,Q4281,http://localhost:8080/wiki/Item:Q4281,Original,KEEP
AU0283,Q5214,http://localhost:8080/wiki/Item:Q5214,Duplicate,DELETE
AU0284,Q4282,http://localhost:8080/wiki/Item:Q4282,Original,KEEP
AU0284,Q5215,http://localhost:8080/wiki/Item:Q5215,Duplicate,DELETE
AU0285,Q4283,http://localhost:8080/wiki/Item:Q4283,Original,KEEP
AU0285,Q5216,http://localhost:8080/wiki/Item:Q5216,Duplicate,DELETE
AU0286,Q4284,http://localhost:8080/wiki/Item:Q4284,Original,KEEP
AU0286,Q5217,http://localhost:8080/wiki/Item:Q5217,Duplicate,DELETE
AU0287,Q4285,http://localhost:8080/wiki/Item:Q4285,Original,KEEP
AU0287,Q5218,http://localhost:8080/wiki/Item:Q5218,Duplicate,DELETE
AU0288,Q4286,http://localhost:8080/wiki/Item:Q4286,Original,KEEP
AU0288,Q5219,http://localhost:8080/wiki/Item:Q5219,Duplicate,DELETE
AU0289,Q4287,http://localhost:8080/wiki/Item:Q4287,Original,KEEP
AU0289,Q5220,http://localhost:8080/wiki/Item:Q5220,Duplicate,DELETE
AU0290,Q4288,http://localhost:8080/wiki/Item:Q4288,Original,KEEP
AU0290,Q5221,http://localhost:8080/wiki/Item:Q5221,Duplicate,DELETE
AU0291,Q4289,http://localhost:8080/wiki/Item:Q4289,Original,KEEP
AU0291,Q5222,http://localhost:8080/wiki/Item:Q5222,Duplicate,DELETE
AU0292,Q4290,http://localhost:8080/wiki/Item:Q4290,Original,KEEP
AU0292,Q5223,http://localhost:8080/wiki/Item:Q5223,Duplicate,DELETE
AU0293,Q4291,http://localhost:8080/wiki/Item:Q4291,Original,KEEP
AU0293,Q5224,http://localhost:8080/wiki/Item:Q5224,Duplicate,DELETE
AU0294,Q4292,http://localhost:8080/wiki/Item:Q4292,Original,KEEP
AU0294,Q5225,http://localhost:8080/wiki/Item:Q5225,Duplicate,DELETE
AU0295,Q4293,http://localhost:8080/wiki/Item:Q4293,Original,KEEP
AU0295,Q5226,http://localhost:8080/wiki/Item:Q5226,Duplicate,DELETE
AU0296,Q4294,http://localhost:8080/wiki/Item:Q4294,Original,KEEP
AU0296,Q5227,http://localhost:8080/wiki/Item:Q5227,Duplicate,DELETE
AU0297,Q4295,http://localhost:8080/wiki/Item:Q4295,Original,KEEP
AU0297,Q5228,http://localhost:8080/wiki/Item:Q5228,Duplicate,DELETE
AU0298,Q4296,http://localhost:8080/wiki/Item:Q4296,Original,KEEP
AU0298,Q5229,http://localhost:8080/wiki/Item:Q5229,Duplicate,DELETE
AU0299,Q4297,http://localhost:8080/wiki/Item:Q4297,Original,KEEP
AU0299,Q5230,http://localhost:8080/wiki/Item:Q5230,Duplicate,DELETE
AU0300,Q4298,http://localhost:8080/wiki/Item:Q4298,Original,KEEP
AU0300,Q5231,http://localhost:8080/wiki/Item:Q5231,Duplicate,DELETE
AU0301,Q4299,http://localhost:8080/wiki/Item:Q4299,Original,KEEP
AU0301,Q5232,http://localhost:8080/wiki/Item:Q5232,Duplicate,DELETE
AU0302,Q4300,http://localhost:8080/wiki/Item:Q4300,Original,KEEP
AU0302,Q5233,http://localhost:8080/wiki/Item:Q5233,Duplicate,DELETE
AU0303,Q4301,http://localhost:8080/wiki/Item:Q4301,Original,KEEP
AU0303,Q5234,http://localhost:8080/wiki/Item:Q5234,Duplicate,DELETE
AU0304,Q4302,http://localhost:8080/wiki/Item:Q4302,Original,KEEP
AU0304,Q5235,http://localhost:8080/wiki/Item:Q5235,Duplicate,DELETE
AU0305,Q4303,http://localhost:8080/wiki/Item:Q4303,Original,KEEP
AU0305,Q5236,http://localhost:8080/wiki/Item:Q5236,Duplicate,DELETE
AU0306,Q4304,http://localhost:8080/wiki/Item:Q4304,Original,KEEP
AU0306,Q5237,http://localhost:8080/wiki/Item:Q5237,Duplicate,DELETE
AU0307,Q4305,http://localhost:8080/wiki/Item:Q4305,Original,KEEP
AU0307,Q5238,http://localhost:8080/wiki/Item:Q5238,Duplicate,DELETE
AU0308,Q4306,http://localhost:8080/wiki/Item:Q4306,Original,KEEP
AU0308,Q5239,http://localhost:8080/wiki/Item:Q5239,Duplicate,DELETE
AU0309,Q4307,http://localhost:8080/wiki/Item:Q4307,Original,KEEP
AU0309,Q5240,http://localhost:8080/wiki/Item:Q5240,Duplicate,DELETE
AU0310,Q4308,http://localhost:8080/wiki/Item:Q4308,Original,KEEP
AU0310,Q5241,http://localhost:8080/wiki/Item:Q5241,Duplicate,DELETE
AU0311,Q4309,http://localhost:8080/wiki/Item:Q4309,Original,KEEP
AU0311,Q5242,http://localhost:8080/wiki/Item:Q5242,Duplicate,DELETE
AU0312,Q4310,http://localhost:8080/wiki/Item:Q4310,Original,KEEP
AU0312,Q5243,http://localhost:8080/wiki/Item:Q5243,Duplicate,DELETE
AU0313,Q4311,http://localhost:8080/wiki/Item:Q4311,Original,KEEP
AU0313,Q5244,http://localhost:8080/wiki/Item:Q5244,Duplicate,DELETE
AU0314,Q4312,http://localhost:8080/wiki/Item:Q4312,Original,KEEP
AU0314,Q5245,http://localhost:8080/wiki/Item:Q5245,Duplicate,DELETE
AU0315,Q4313,http://localhost:8080/wiki/Item:Q4313,Original,KEEP
AU0315,Q5246,http://localhost:8080/wiki/Item:Q5246,Duplicate,DELETE
AU0316,Q4314,http://localhost:8080/wiki/Item:Q4314,Original,KEEP
AU0316,Q5247,http://localhost:8080/wiki/Item:Q5247,Duplicate,DELETE
AU0317,Q4315,http://localhost:8080/wiki/Item:Q4315,Original,KEEP
AU0317,Q5248,http://localhost:8080/wiki/Item:Q5248,Duplicate,DELETE
AU0318,Q4316,http://localhost:8080/wiki/Item:Q4316,Original,KEEP
AU0318,Q5249,http://localhost:8080/wiki/Item:Q5249,Duplicate,DELETE
AU0319,Q4317,http://localhost:8080/wiki/Item:Q4317,Original,KEEP
AU0319,Q5250,http://localhost:8080/wiki/Item:Q5250,Duplicate,DELETE
AU0320,Q4318,http://localhost:8080/wiki/Item:Q4318,Original,KEEP
AU0320,Q5251,http://localhost:8080/wiki/Item:Q5251,Duplicate,DELETE
AU0321,Q4319,http://localhost:8080/wiki/Item:Q4319,Original,KEEP
AU0321,Q5252,http://localhost:8080/wiki/Item:Q5252,Duplicate,DELETE
AU0322,Q4320,http://localhost:8080/wiki/Item:Q4320,Original,KEEP
AU0322,Q5253,http://localhost:8080/wiki/Item:Q5253,Duplicate,DELETE
AU0323,Q4321,http://localhost:8080/wiki/Item:Q4321,Original,KEEP
AU0323,Q5254,http://localhost:8080/wiki/Item:Q5254,Duplicate,DELETE
AU0324,Q4322,http://localhost:8080/wiki/Item:Q4322,Original,KEEP
AU0324,Q5255,http://localhost:8080/wiki/Item:Q5255,Duplicate,DELETE
AU0325,Q4323,http://localhost:8080/wiki/Item:Q4323,Original,KEEP
AU0325,Q5256,http://localhost:8080/wiki/Item:Q5256,Duplicate,DELETE
AU0326,Q4324,http://localhost:8080/wiki/Item:Q4324,Original,KEEP
AU0326,Q5257,http://localhost:8080/wiki/Item:Q5257,Duplicate,DELETE
AU0327,Q4325,http://localhost:8080/wiki/Item:Q4325,Original,KEEP
AU0327,Q5258,http://localhost:8080/wiki/Item:Q5258,Duplicate,DELETE
AU0328,Q4326,http://localhost:8080/wiki/Item:Q4326,Original,KEEP
AU0328,Q5259,http://localhost:8080/wiki/Item:Q5259,Duplicate,DELETE
AU0329,Q4327,http://localhost:8080/wiki/Item:Q4327,Original,KEEP
AU0329,Q5260,http://localhost:8080/wiki/Item:Q5260,Duplicate,DELETE
AU0330,Q4328,http://localhost:8080/wiki/Item:Q4328,Original,KEEP
AU0330,Q5261,http://localhost:8080/wiki/Item:Q5261,Duplicate,DELETE
AU0331,Q4329,http://localhost:8080/wiki/Item:Q4329,Original,KEEP
AU0331,Q5262,http://localhost:8080/wiki/Item:Q5262,Duplicate,DELETE
AU0332,Q4330,http://localhost:8080/wiki/Item:Q4330,Original,KEEP
AU0332,Q5263,http://localhost:8080/wiki/Item:Q5263,Duplicate,DELETE
AU0333,Q4331,http://localhost:8080/wiki/Item:Q4331,Original,KEEP
AU0333,Q5264,http://localhost:8080/wiki/Item:Q5264,Duplicate,DELETE
AU0334,Q4332,http://localhost:8080/wiki/Item:Q4332,Original,KEEP
AU0334,Q5265,http://localhost:8080/wiki/Item:Q5265,Duplicate,DELETE
AU0335,Q4333,http://localhost:8080/wiki/Item:Q4333,Original,KEEP
AU0335,Q5266,http://localhost:8080/wiki/Item:Q5266,Duplicate,DELETE
AU0336,Q4334,http://localhost:8080/wiki/Item:Q4334,Original,KEEP
AU0336,Q5267,http://localhost:8080/wiki/Item:Q5267,Duplicate,DELETE
AU0337,Q4335,http://localhost:8080/wiki/Item:Q4335,Original,KEEP
AU0337,Q5268,http://localhost:8080/wiki/Item:Q5268,Duplicate,DELETE
AU0338,Q4336,http://localhost:8080/wiki/Item:Q4336,Original,KEEP
AU0338,Q5269,http://localhost:8080/wiki/Item:Q5269,Duplicate,DELETE
AU0339,Q4337,http://localhost:8080/wiki/Item:Q4337,Original,KEEP
AU0339,Q5270,http://localhost:8080/wiki/Item:Q5270,Duplicate,DELETE
AU0340,Q4338,http://localhost:8080/wiki/Item:Q4338,Original,KEEP
AU0340,Q5271,http://localhost:8080/wiki/Item:Q5271,Duplicate,DELETE
AU0341,Q4339,http://localhost:8080/wiki/Item:Q4339,Original,KEEP
AU0341,Q5272,http://localhost:8080/wiki/Item:Q5272,Duplicate,DELETE
AU0342,Q4340,http://localhost:8080/wiki/Item:Q4340,Original,KEEP
AU0342,Q5273,http://localhost:8080/wiki/Item:Q5273,Duplicate,DELETE
AU0343,Q4341,http://localhost:8080/wiki/Item:Q4341,Original,KEEP
AU0343,Q5274,http://localhost:8080/wiki/Item:Q5274,Duplicate,DELETE
AU0344,Q4342,http://localhost:8080/wiki/Item:Q4342,Original,KEEP
AU0344,Q5275,http://localhost:8080/wiki/Item:Q5275,Duplicate,DELETE
AU0345,Q4343,http://localhost:8080/wiki/Item:Q4343,Original,KEEP
